ResponseID,ResponseSet,StartDate,EndDate,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalDataReference,Finished,Status,Score-sum,Score-weightedAvg,Score-weightedStdDev,Condition,Q3,Q4,Q6,Q7,Q8,Q9,Q10,Q11,Q12,State Born?,Grow Up?,years in home state,Q15,Q111,Q114,Q115,Q116,Q117,Q118,Q119,Q120,Q121,Q122,Q123,Q194,Q195,Q196,Q197,Q198,Q199,Q200,Q201,Q202,Q203,Q204,Q205,Q206,Q207,Q208,Q209,Critical Question_2,RandStateIns,Random State_2(102),Random State_2(103),Random State_2(104),Random State_2(105),Random State_2(106),Random State_2(107),Random State_2(108),Random State_2(109),Random State_2(110),Random State_2(111),Random State_2(112),Random State_2(113),Random State_2(114),Random State_2(115),Random State_2(116),Random State_2(117),Random State_2(118),Random State_2(119),Random State_2(120),Random State_2(121),Random State_2(122),Random State_2(123),Random State_2(124),Random State_2(125),Random State_2(126),Random State_2(127),Random State_2(128),Random State_2(129),Random State_2(130),Random State_2(131),Random State_2(132),Random State_2(133),Random State_2(134),Random State_2(135),Random State_2(136),Random State_2(137),Random State_2(138),Random State_2(139),Random State_2(140),Random State_2(141),Random State_2(142),Random State_2(143),Random State_2(144),Random State_2(145),Random State_2(146),Random State_2(147),Random State_2(148),Random State_2(149),Random State_2(150),Random State_2(151),Q214,Q215,Q216,Q141_1,Q141_2,Q141_3,Q217,Q218,100% Question_1,100% Question_2,100% Question_3,100% Question_4,100% Question_5,Q157,Q83,Q124_1,Q124_2,Q124_3,Q124_4,Q124_5,Q124_6,Q124_7,Q124_8,Q124_9,Q124_10,Q124_11,Q124_12,Q124_13,Q124_14,Q124_15,Q124_16,Q124_17,Q124_18,Q124_19,Q124_20,Q124_21,Q124_22,Q124_23,Q124_24,Q124_25,Q124_26,Q124_27,Q124_28,Q124_29,Q124_30,Q124_31,Q124_32,Q124_33,Q124_34,Q124_35,Q124_36,Q124_37,Q124_38,Q124_39,Q124_40,Q124_41,Q124_42,Q124_43,Q124_44,Q124_45,Q124_46,Q124_47,Q124_48,Q124_49,Q124_50,Q124_51,Q124_52,Q84,Q85,Q92,Q87,Q127,Last Page
R_3CHJHNgvuSeHYar,Default Response Set,1/28/17 19:34,1/28/17 20:03,,,,,1,0,4,1,0,NP,1,Yes,1,1,22,Female,"yes, USA",Other,Yes,New Hampshire,New Hampshire,11 to 15,New Hampshire,1,SIGNING OF THE CONSTITUTION,CIVIL WAR,COLD WAR,REVOLUTIONARY WAR,11-Sep,BENGAZI,EMANCIPATION PROCLOMATION,THE END OF SLAVERY,THE END OF SEGREGATION,WHEN WOMEN BECAME ABLE TO VOTE,1,France,Stamp Act,The Bill of Rights,John Tyler,Theodore Roosevelt,England,Plessy v. Ferguson,1929-1936,1919,18th,1931,Japan,Socialism,1969,Kuwait,,1,,23,,,,,54,,,,,,,28,,,,,,,,44,,23,,21,,,,,,,,,,,,,,,,,12,,29,,,19,14,,Massachusetts,Maryland,Colorado,57,36,23,Arizona,Colorado,50,25,10,10,5,Massachusetts,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Hampshire,,,,,,,,,Pennsylvania,,,,,,,,,,,,,,No,,Neutral,LONG SURVEY,1,1
R_2OGYOek17SytkWX,Default Response Set,1/28/17 21:10,1/28/17 21:22,,,,,1,0,7,1,0,P,1,Yes,1,1,33,Male,United States,Associate's Degree,Yes,Washington,New Hampshire,16 to 20,Missouri,1,Emancipation proclamation,Birth of the nation,Bill of rights,North winning revolutionary war,President Obama,Iraq war,Moon landing,Wright brothers,Womans suffrage,Trump president,1,France,Howe Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,England,Marbury v. Madison,1751-1755,1913,21st,1929,Russia,Facism,1969,Kuwait,10,1,,,10,30,,,,,,,,,,,,,,,,46,,,,,7,,,23,,,,,,,,,,70,,19,,,,,36,100,100,,,,Pennsylvania,Virginia,Massachusetts,100,47,56,Alaska,Florida,0,20,20,20,40,Hawaii,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,No,,Very Easy,,1,1
R_3MmqFMOV2PT5rHS,Default Response Set,1/28/17 22:21,1/28/17 22:30,,,,,1,0,11,1,0,P,1,Yes,1,1,24,Female,American,Associate's Degree,Yes,Minnesota,South Dakota,More than 20,South Dakota,1,Pilgrims land on Plymouth Rock,Territories are set up,Louisiana Purchase,Civil War,Women's sufferage,World War 2,Civil Rights Movement,Roe vs Wade,11-Sep,First black president elected,1,France,Howe Tariffs,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,France,Marbury v. Madison,1861-1865,1914,19th,1929,Russia,Communism,1969,Iraq,5,1,30,,,,12,5,10,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,20,10,20,,,,,,,,,5,5,Pennsylvania,Oregon,Texas,40,30,30,Iowa,New York,5,20,20,10,45,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Dakota,,,,,,,,,,,No,,Somewhat Difficult,"Not a big history buff, so I remember events but not dates.",1,1
R_3plE9b8rbhLVHxI,Default Response Set,1/28/17 23:22,1/28/17 23:38,,,,,1,0,8,1,0,P,1,Yes,1,1,26,Female,U.S.,Bachelor's Degree,Yes,Maine,Maine,More than 20,Oregon,1,Revolutionary War (resulting in Declaration of Independence),Creation of the U.S. Constitution,Trail of Tears (persecution of the Native Americans),Civil War (freeing of the slaves),World War I,Women Finally Able to Vote,World War II,Civil Rights Movement,Roe v Wade,Vietnam,1,Spain,Tea Act,The Bill of Rights,John Tyler,Theodore Roosevelt,Spain,Marbury v. Madison,1861-1865,1919,19th,1929,Russia,Communism,1969,Iraq,11,1,,,8,,,3,,,10,,,,,,2,,,,,7,,,,2,,4,,20,,,,,,,,,,,7,,,,,4,,,,,,,Massachusetts,New York,California,50,25,25,South Dakota,California,1,40,20,20,19,Indiana,1,,,,,,,,,,,,,,,,,,,,Maine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_2S7aVmWGqZFL2WG,Default Response Set,1/29/17 0:10,1/29/17 0:25,,,,,1,0,15,1,0,P,1,Yes,1,1,22,Male,yes,High school diploma,Yes,New Mexico,New Mexico,16 to 20,Minnesota,1,Signing of the Declaration of independence,The Civil War,WW2,emancipation aproclamation,formation of the ferderal reserve in 1913,sinking of the luscitania,the great depression,chicago worlds fair,the trail of tears,election of Donald J Trump,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,5,1,,,,1,,,8,,,,,,3,1,1,,,,,,,3,,,,,,,,,,17,13,,,,,21,,,,,,,1,,,,,,New York,Pennsylvania,California,19,23,16,Montana,New York,5,23,17,15,40,Texas,1,,,,,,,,,,,,,,,,,,,,,,,,Minnesota,,,,,,,,New Mexico,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,,1,1
R_2zqqihENGNuLU0v,Default Response Set,1/29/17 0:35,1/29/17 1:09,,,,,1,0,11,1,0,NP,1,Yes,1,1,37,Male,USA,Bachelor's Degree,Yes,Pennsylvania,New Hampshire,16 to 20,Pennsylvania,1,New Hampshire was one of the thirteen colonies that rebelled against British rule,Battle fought in New Hampshire was the raid on Fort William and Mary,"The United States Constitution was ratified by New Hampshire on June 21, 1788.",New Hampshire became the ninth state.,Algonquian tribes inhabited the area.,New Hampshire was one of the Thirteen Colonies that revolted with the British rule in the American Revolution,New Hampshire raised three regiments for the Continental Army.,New Hampshire was first settled by Europeans at Odiorne's Point in Rye.,Concord was named the state capital in 1808.,"First native-born New Hampshire, John Thompson, was born here.",1,Spain,Stamp Act,The Bill of Rights,John Adams,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Italy,Communism,1969,Iran,20,1,,,,,,,,8,,,,,,,,,,10,,,30,,,20,,,15,,,,12,20,,,,,,40,,,11,,,,,,,,,,Pennsylvania,Massachusetts,Louisiana,49,31,20,Alaska,Utah,10,30,15,10,35,Pennsylvania,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Hampshire,New Jersey,,,,,,,,Pennsylvania,,,,,,,,,,,,,,No,,Difficult,N/A,1,1
R_1dN2qsTd3eASOGX,Default Response Set,1/29/17 3:11,1/29/17 3:20,,,,,1,0,14,1,0,P,1,Yes,1,1,32,Male,US,"Advanced Degree (PhD, JD, MD, etc.)",Yes,New Mexico,New Mexico,More than 20,Oregon,1,Declaration of Independence,Revolutionary War,Civil War,Emancipation Proclamation,World War I,World War II,Civil Rights Movement,Cold War,Moon Landing,Vietnam War,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1914,19th,1929,Russia,Communism,1969,Iran,5,1,,,,,10,,10,,,,,2,,,,,,,,15,,,,,3,,,2,,,,20,10,,,3,,,,,,,,2,,,,,,,Virginia,Massachusetts,Pennsylvania,15,15,15,Montana,California,2,15,15,15,53,Virginia,1,,,,,,,,,,,,,,,,,,,,,,Massachusetts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,Very Easy,"none.. Hmm wait I just realized I only checked ""Massachusetts"" as a state I've lived in over 5 years.. I assumed the question was asking in addition to New Mexico, but now I can't remember.",1,1
R_sUzl0IWyfkMixtn,Default Response Set,1/29/17 5:14,1/29/17 5:28,,,,,1,0,11,1,0,NP,1,Yes,1,1,24,Male,US,Bachelor's Degree,Yes,North Dakota,North Dakota,1 to 5,Connecticut,1,Revolutionary War,Civil War,Louisiana Purchase,Vietnam War,11-Sep,The Great Depression,Assassination of JFK,Apollo 11,WW2,Iraq War,1,Spain,Howe Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1914,19th,1929,Italy,Communism,1969,Iran,15,1,,,20,,25,,,,,,,,,,,,13,,,32,60,18,,30,,,,10,,,,40,,,,,,,,45,,,,,,,,,,,Massachusetts,Virginia,New York,50,30,20,Alaska,Florida,4,30,20,15,31,South Carolina,1,,,,,,,,Connecticut,,,,,,,,,,,,,,,,,,,,,,,,,,,North Dakota,,,,,,,,,,,,Virginia,,,West Virginia,,,No,,Somewhat Difficult,,1,1
R_1GFxToW4TekKlhf,Default Response Set,1/29/17 5:49,1/29/17 6:00,,,,,1,0,8,1,0,P,1,Yes,1,1,24,Female,usa,Associate's Degree,Yes,Massachusetts,New Hampshire,6 to 10,Massachusetts,1,WW1,11-Sep,JFK assassination,vietnam war,war with ISIS,civil war,man lands on the moon,osama bin ladens death,immigration to ellis island,trump becomes president,1,France,Stamp Act,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Marbury v. Madison,1861-1865,1917,21st,1929,Germany,Communism,1967,Iraq,10,1,,,,3,,,,17,,14,,8,,,,,,,3,,,14,,,,4,,,,,,,,,9,,,,,,6,,,6,,,,,,,Washington,Louisiana,Mississippi,22,16,14,Arizona,Washington,14,20,14,14,38,Washington,1,,,,,,,,,,,,,,,,,,,,,,Massachusetts,,,,,,,,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,No,,Difficult,,1,1
R_3PdYSrPzOtUVzr0,Default Response Set,1/29/17 7:52,1/29/17 8:04,,,,,1,0,11,1,0,NP,1,Yes,1,1,22,Female,US,Bachelor's Degree,Yes,New Hampshire,New Hampshire,More than 20,New Hampshire,1,Civil War,September 11th,The American Revolution,Assassination of Lincoln,Assassination of JFK,Vietnam War,Industrial Revolution,Louisiana Purchase,Iraq War,Election & Inauguration of Donald Trump,1,Germany,Howe Tariffs,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1917,19th,1929,Italy,Communism,1969,Iran,18,1,,,,,,,,6,5,,4,3,,,,,,25,,,,,,10,,,,2,,,,,3,,,,,,3,,4,,,,,,,,,,California,Massachusetts,Louisiana,40,35,25,Alaska,Virginia,5,40,30,5,20,New York,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,No,,Neutral,,1,1
R_3rYxIyKIMg9bOPv,Default Response Set,1/29/17 8:32,1/29/17 8:48,,,,,1,0,6,1,0,P,1,Yes,1,1,26,Female,Native,Other,Yes,Texas,New Mexico,More than 20,New Mexico,1,Independence day,Ww2 winning,Pearl harbor,MLK day speech,Civil war ending,11-Sep,Democracy won,The writing of the constitution,Battle of gettysburg,Trump winning presidency,1,Britain,Townshend Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,Spain,Marbury v. Madison,1861-1865,1919,20th,1929,Italy,Communism,1969,Saudi Arabia,4,1,,,,,,4,,,,,,,6,3,6,,,3,3,6,,,,,,,,2,,7,,4,,,,,,,,,,,,,,,,,,,Maryland,Texas,Connecticut,25,12,9,Ohio,Florida,2,20,15,10,53,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New Mexico,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,"I hated history growing up and in school. It was boring, granted now a days in more interesting in some stuff going on which I have to search their history in order to understand.",1,1
R_wZ5rxvcQufVco0x,Default Response Set,1/29/17 12:21,1/29/17 12:42,,,,,1,0,9,1,0,NP,1,Yes,1,1,31,Female,United States,Bachelor's Degree,Yes,Nevada,Nevada,11 to 15,California,1,The Revolutionary War,Signing of the Declaration of Independance,The Emancipation Proclamation,The Civil War,The Civil Rights Movement,11-Sep,Women's Suffrage,World War II,The Ratification of the U.S. Constitution,Dropping of Nuclear Bombs,1,France,Townshend Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1914,18th,1929,Russia,Communism,1969,Saudi Arabia,2,1,,2,1,1,,,,,,,,,,1,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,1,New York,Massachusetts,California,3,3,3,Montana,California,1,3,3,3,90,California,1,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,Nevada,,,,,,,,,Oregon,,,,,,,,,,,,,,,No,,Somewhat Difficult,I changed the percent to which I think that my home state (Nevada) contributed to US history. The first time I put 2% but after having answered several of these questions I changed it to 1%.,1,1
R_u9BqZ4YpiELdwOJ,Default Response Set,1/29/17 12:51,1/29/17 13:09,,,,,1,0,14,1,0,P,1,Yes,1,1,38,Female,USA,Bachelor's Degree,Yes,New York,Rhode Island,More than 20,Rhode Island,1,Jamestown Settlement,Mayflower and PLymouth Rock,American Revolution,Forming of first 13 colonies,Writing and signing of the Declaration of Independence,Creation of Constitution,Exploration and settlement of North America,Civil War,Industrial Revolution,involvement in WWI and WWII,1,France,Townshend Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,8,1,1,,,,,,,,,,,,2,,,,,,,,,,,1,1,1,,,4,,,,,,,,,7,,,,,2,,,,,,1,1,Massachusetts,Pennsylvania,New York,10,10,10,Hawaii,California,8,10,10,10,62,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,New York,,,,,,,Rhode Island,,,,,,,,,,,,,No,,Neutral,n/a,1,1
R_1jqOrdfuZrO8eZl,Default Response Set,1/29/17 13:53,1/29/17 14:13,,,,,1,0,11,1,0,NP,1,Yes,1,1,23,Female,us,Associate's Degree,Yes,New Hampshire,Nevada,16 to 20,Nevada,1,Columbus / Native American / Nationalization,Declaration of independence,Civil War,Industrial revolution,Landing on the moon apollo,Vietnam War,great depression,Computer technological revolution,bill of rights,world trade center 9/11,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Plessy v. Ferguson,1929-1936,1914,19th,1929,Italy,Communism,1969,Iran,20,1,,,,4,,3,,,10,,,,,,,,,,,15,,,2,,,5,,,30,,,15,,,,,,,5,,,15,,,,,,,,,New Hampshire,Massachusetts,Delaware,40,50,20,Kansas,California,10,15,50,10,15,Florida,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nevada,New Hampshire,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,More detailed questions about history than expected,1,1
R_UtGsJbe75cBtpCh,Default Response Set,1/29/17 14:12,1/29/17 14:19,,,,,1,0,15,1,0,P,1,Yes,1,1,26,Male,American,High school diploma,Yes,Nevada,Nevada,More than 20,Nevada,1,American Revolution,American Civil War,Louisiana Purchase,World War I,World War II,Vietnam,The Cold War,11-Sep,The American Civil Rights Movement,The Great Depression,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,5,1,,,3,2,,,1,,,,,2,,,,,5,,,,,,,0,,,,,15,,2,,,,,,,,,,,4,,,,,,10,,,Virginia,Massachusetts,New York,30,20,19,Hawaii,California,1,30,20,19,30,Vermont,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nevada,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Easy,,1,1
R_1k0ngatvfKrQCYr,Default Response Set,1/29/17 16:46,1/29/17 17:08,,,,,1,0,7,1,0,NP,1,Yes,1,1,19,Female,United States,High school diploma,Yes,Mississippi,Nevada,6 to 10,Mississippi,1,9,5,7,6,10,1,8,2,4,3,1,Britain,Howe Tariffs,The Bill of Rights,John Adams,Theodore Roosevelt,England,Dred Scott v. Sanford,1766-1781,1917,19th,1932,Germany,Communism,1967,Iraq,25,1,12,,,,,,,,24,,,,,,37,50,,,,,,,,,,24,,,29,,,,38,,,13,,,61,,,,,,,,,61,,,Massachusetts,Colorado,Arkansas,69,59,49,Mississippi,Louisiana,20,30,20,20,10,Pennsylvania,1,,,,,,,,,,,,,,,,,,,,,,,,,Mississippi,,,,Nevada,,,,,,,,,,,,,,,,,,,,,,,,No,,Very Difficult,,1,1
R_2DNcGdPr30O1S2D,Default Response Set,1/29/17 21:42,1/29/17 21:56,,,,,1,0,12,1,0,P,1,Yes,1,1,52,Female,us,Master's Degree,Yes,Rhode Island,Rhode Island,More than 20,California,1,revolutionary war,civil war,emancipation proclamation,bill of rights,us constitution,george washington becomes first president,the spanish armada,election of truman,victory in ww2,passage of the americans with disabilities act,1,France,Townshend Tariffs,The Bill of Rights,William Henry Harrison,Theodore Roosevelt,France,Marbury v. Madison,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,42,1,16,16,,,,11,,,,16,,,,9,25,,,,,,,16,,,25,,,5,,,,,,,,,,,,25,,,,,,,,,,,Pennsylvania,Massachusetts,Rhode Island,58,52,51,Nevada,New York,30,35,32,0,3,Virginia,1,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rhode Island,,,,,,,,,,,,,No,,Somewhat Easy,none,1,1
R_3FOLA0tW1KSoHbr,Default Response Set,1/29/17 22:42,1/29/17 22:56,,,,,1,0,8,1,0,P,1,Yes,1,1,29,Female,USA,Bachelor's Degree,Yes,New Mexico,New Mexico,16 to 20,Missouri,1,End of Slavery,9/11 Terrorist Attack,First black president (Obama),American War of Independence,Equal Rights for Women,Allowing minorities to vote in America (Blacks),Declaration of Indepence,13 Colonies being formed,JFK Assassination,Texas separating from Mexico,1,Britain,Howe Tariffs,The Bill of Rights,John Tyler,Theodore Roosevelt,Spain,Marbury v. Madison,1861-1865,1917,18th,1929,Italy,Communism,1969,Saudi Arabia,22,1,,,,,32,28,,,,,,15,,,,,6,,,,,,,,,,,16,,8,,,21,,,,14,,8,,,6,,,,,,,,,Pennsylvania,Virginia,Texas,45,39,52,Alabama,Ohio,15,30,20,25,10,Washington,1,,,,,,,,,,,,,,,,,,,,,,,,,,Missouri,,,,,,New Mexico,,,,,,,,,,,,Texas,,,,,,,,,No,,Easy,Thanks!,1,1
R_1d3MiafD5KBCRAf,Default Response Set,1/29/17 22:54,1/29/17 22:58,,,,,1,0,11,1,0,NP,1,Yes,1,1,22,Male,us,Associate's Degree,Yes,Nevada,Nevada,16 to 20,California,1,american revolution,slavery,civil war,lincoln assination,world war 1,great depression,world war 2,cold war,cuban missle crisis,nixon scandal,1,France,Townshend Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,Spain,Dred Scott v. Sanford,1751-1755,1917,21st,1929,Russia,Communism,1969,Iran,8,1,,,,,,,5,,,,,,4,,,,,1,1,6,,,,,,,,,,,4,,,,10,,,,,,1,,,1,,,1,,,,New York,California,Texas,23,19,17,South Dakota,California,4,25,25,20,26,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nevada,,,,,,,,,,,,,,,,,,,,,,,,No,,Somewhat Difficult,none,1,1
R_bQIAiQDDCZsJIg9,Default Response Set,1/30/17 0:48,1/30/17 1:17,,,,,1,0,6,1,0,NP,1,Yes,1,1,29,Male,us,Master's Degree,Yes,Texas,Texas,More than 20,Texas,1,manhattan project,vietnam war,death osama bin laden,assassination of john f kennedy,the american revolution,the civil war,apollo 11,September 11 2001,treaty of paris,us constitution ratified,1,Spain,Tea Act,The Bill of Rights,Alexander Hamilton,Warren G. Harding,Germany,Marbury v. Madison,1861-1865,1917,21st,1929,Italy,Totalitarianism,1969,Iraq,44,1,,,,66,,,,,,,70,,,,,60,,85,,,,75,,,,,,,,87,,,,,67,82,,,,,51,,,,,,68,,,,Texas,Florida,California,46,53,69,Colorado,Iowa,20,30,10,10,30,Florida,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Texas,,,,,,,,,Yes,,Very Easy,,1,1
R_2Pwd45v6Vw7EbK3,Default Response Set,1/30/17 4:51,1/30/17 5:04,,,,,1,0,10,1,0,NP,1,Yes,1,1,25,Male,full,Bachelor's Degree,Yes,South Dakota,South Dakota,More than 20,South Dakota,1,winning colonial wars,north winning the civil war,louisiana purchase,exploring the western frontier,railroad,world trade centers,gold rush,alamo,JFK assassination,Obama becoming president,1,Spain,Howe Tariffs,The Bill of Rights,John Tyler,Herbert Hoover,Spain,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Communism,1969,Kuwait,19,1,,10,,,,,,,19,,,,4,,4,,,,,,,,,,,,,,,,,15,,,,5,21,,,,,4,,,31,16,,,,,Virginia,New York,Connecticut,31,15,15,South Dakota,California,5,15,20,15,45,South Dakota,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,South Dakota,,,,,,,,,,,No,,Somewhat Easy,"I was/still am a student at SDSU. I hate to say it, but I don't know anything about my state's history - and very little concerning the U.S. I suppose in this day and age these things aren't terribly important to one's ability to prosper unless they choose to delve into this respective field. Still, this was quite a wake up call that I should take a little time out of my life to learn a little about my home state.",1,1
R_3MsRBmv8edsO88e,Default Response Set,1/30/17 5:37,1/30/17 5:45,,,,,1,0,10,1,0,NP,1,Yes,1,1,33,Male,american,Associate's Degree,Yes,Nevada,Nevada,6 to 10,Florida,1,Revolution,Spanish American War,Emancipation proclamation,cival war,world war 1,world war 2,Louisiana purchase,boston tea party,settling of jamestown,writing the bill of rights,1,France,Tea Act,The Bill of Rights,John Tyler,Theodore Roosevelt,France,Marbury v. Madison,1861-1865,1919,18th,1929,Russia,Communism,1969,Iran,3,1,,,,,,,,,5,,,1,,,1,,,,,,12,2,1,,,,,,,2,1,,,,,1,,,,,1,,,,,,,,,,Massachusetts,Virginia,Delaware,12,5,3,Arizona,Florida,2,30,20,15,33,New York,1,,,,,,,,,,Florida,,,,,,,,,,,,,,,,,,,Nevada,,,,,,,,,,,,,,,,,,,,,,,,No,,Neutral,thanks for the fun study,1,1
R_2dTp9zVa79wGVPA,Default Response Set,1/30/17 8:29,1/30/17 8:48,,,,,1,0,13,1,0,P,1,Yes,1,1,36,Female,US Citizen,Bachelor's Degree,Yes,North Carolina,Nevada,16 to 20,North Carolina,1,Revolutionary War,Signing of the Declaration of Independence,Civil War,Abolition of Slavery (Signing of the Emancipation Proclamation),Reconstruction,The New Deal,Pearl Harbor (entering WWII),Civil Rights Movement,11-Sep,Election of President Barack Hussein Obama,1,France,Townshend Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Plessy v. Ferguson,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,5,1,,,2,,18,2,6,,15,,,,,,,,,,,20,,,,4,,,,,,,,,,,,,,,,,3,,,,,,2,,5,,Virginia,Pennsylvania,North Carolina,20,17,15,Idaho,California,5,20,17,15,43,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nevada,,,,,North Carolina,,,,,,,,,,,,,,,Washington D.C.,,,,No,,Neutral,,1,1
R_2rZ8LtiTkPmJ6fi,Default Response Set,1/28/17 18:28,1/28/17 18:39,,,,,0,0,11,1,0,P,1,Yes,1,1,37,Male,US,Bachelor's Degree,No,Minnesota,North Dakota,16 to 20,Tennessee,1,Revolutionary War,Civil War,Emancipation,Bombing or Pearl Harbor,11-Sep,Lewis and Clark exploration,Louisiana Purchase,Interstate System,Assassination of Lincoln,Assassination of JFK,1,Spain,Townshend Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1914,18th,1929,Russia,Communism,1969,Iran,6,1,,,,7,,,,,8,,,,,,,6,,,2,,,,6,,,10,,,,,,,,,5,,,4,,7,,1,,,,,,,,,Virginia,Maryland,Texas,30,15,15,Nebraska,California,6,25,15,15,39,California,1,,,,,,California,,,,,,,,,,,,,,,,,,,,,,,,,,,,,North Dakota,,,,,,,,,,,,Virginia,Washington,,,,,No,,Neutral,"No comments, thanks.",,
R_2aOzMnA2712EBHA,Default Response Set,1/29/17 21:44,1/29/17 22:00,,,,,0,0,14,1,0,P,1,Yes,1,1,24,Female,USA,Bachelor's Degree,Yes,Nevada,Nevada,More than 20,Maryland,1,American Revolution,Civil War,World War II,Cold War,11-Sep,Founding of United Nations,Obama's election,Trump's election,War of 1812,Lewis and Clark's Expedition Westward,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Herbert Hoover,France,Dred Scott v. Sanford,1861-1865,1917,19th,1929,Russia,Communism,1969,Iran,9,1,,,3,,,,,2,,,,,,,,,,,,19,24,,,,2,,,,,,,,,,3,,,,,21,,,,,,,,,,,Pennsylvania,California,New York,40,30,21,Idaho,New York,2,40,30,15,13,California,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nevada,,,,,,,,,,,,,,,,,,,,,,,,No,,Easy,,,
R_2YYc6GoPNnftBuQ,Default Response Set,1/27/17 21:37,1/27/17 21:50,,,,,0,0,13,1,0,NP,1,Yes,1,1,27,Female,US,Bachelor's Degree,Yes,Born Outside U.S.,Rhode Island,16 to 20,Illinois,1,Boston Tea Party,Revolutionary War,Civil War,Civil Rights Movement,Women's movement,WWII,Vietnam War,Obama's Elecation,Black Lives Matter,Women's March 2017,1,France,Howe Tariffs,The Bill of Rights,Alexander Hamilton,Theodore Roosevelt,France,Dred Scott v. Sanford,1861-1865,1917,20th,1930,Russia,Communism,1969,Iran,10,1,,,,,,,,,,4,,,,,,,2,5,1,,,,,4,,,,,,,,,,,,,2,,,,,,11,,,5,,1,,1,Massachusetts,California,Texas,29,17,11,Wyoming,California,5,20,15,10,50,Florida,1,,,,,,,,Connecticut,,,,,,Illinois,,,,,,,,,,,,,,,,,,,New York,,,,,,,Rhode Island,,,,,,,,,,,,,No,,Somewhat Easy,,,
